JobID,JobFlowID,InstanceCount,MapTaskCount,JobCounter,BlockSize,FileSize,RawCopyIn,Demux,ProcessJob,Merge,RawCopyOut,Job,JobRun
26c146ee-9348-4d76-8164-e7eb00a9b39,j-3LFVJJ5K6D14C,5,4,7,16777216,6321118503,215,173,959,73,57,1480,0
26c146ee-9348-4d76-8164-e7eb00a9b39,j-3LFVJJ5K6D14C,5,4,8,25165824,10514761914,371,268,3288,252,224,4407,0
280b7be4-5f27-4ca5-89e5-b3e6fc55a74,j-3LFVJJ5K6D14C,7,4,0,-1,-1,0,0,0,0,0,0,0
280b7be4-5f27-4ca5-89e5-b3e6fc55a74,j-3LFVJJ5K6D14C,7,4,1,4194304,4640417,0,0,55,0,2,59,0
280b7be4-5f27-4ca5-89e5-b3e6fc55a74,j-3LFVJJ5K6D14C,7,4,2,8388608,183374462,7,6,88,3,11,117,0
280b7be4-5f27-4ca5-89e5-b3e6fc55a74,j-3LFVJJ5K6D14C,7,4,3,8388608,237292012,8,8,102,5,15,140,0
280b7be4-5f27-4ca5-89e5-b3e6fc55a74,j-3LFVJJ5K6D14C,7,4,4,8388608,364935418,12,11,146,8,25,204,0
280b7be4-5f27-4ca5-89e5-b3e6fc55a74,j-3LFVJJ5K6D14C,7,4,5,8388608,797857853,28,26,180,17,39,292,0
280b7be4-5f27-4ca5-89e5-b3e6fc55a74,j-3LFVJJ5K6D14C,7,4,6,16777216,1540035256,52,40,194,14,39,341,0
280b7be4-5f27-4ca5-89e5-b3e6fc55a74,j-3LFVJJ5K6D14C,7,4,7,16777216,6321118503,218,183,711,71,57,1245,0
280b7be4-5f27-4ca5-89e5-b3e6fc55a74,j-3LFVJJ5K6D14C,7,4,8,25165824,10514761914,360,281,2342,253,224,3463,0
25a4dd34-1c14-4fb9-95eb-e44c35f3edd,j-3LFVJJ5K6D14C,9,4,0,-1,-1,0,0,0,0,0,0,0
25a4dd34-1c14-4fb9-95eb-e44c35f3edd,j-3LFVJJ5K6D14C,9,4,1,4194304,4640417,0,1,51,0,2,55,0
25a4dd34-1c14-4fb9-95eb-e44c35f3edd,j-3LFVJJ5K6D14C,9,4,2,8388608,183374462,6,7,81,3,11,110,0
25a4dd34-1c14-4fb9-95eb-e44c35f3edd,j-3LFVJJ5K6D14C,9,4,3,8388608,237292012,8,7,103,5,15,140,0
25a4dd34-1c14-4fb9-95eb-e44c35f3edd,j-3LFVJJ5K6D14C,9,4,4,8388608,364935418,11,11,125,8,24,181,0
25a4dd34-1c14-4fb9-95eb-e44c35f3edd,j-3LFVJJ5K6D14C,9,4,5,8388608,797857853,28,27,157,18,41,272,0
25a4dd34-1c14-4fb9-95eb-e44c35f3edd,j-3LFVJJ5K6D14C,9,4,6,16777216,1540035256,52,40,166,15,36,310,0
25a4dd34-1c14-4fb9-95eb-e44c35f3edd,j-3LFVJJ5K6D14C,9,4,7,16777216,6321118503,225,233,166,0,0,627,0
25a4dd34-1c14-4fb9-95eb-e44c35f3edd,j-3LFVJJ5K6D14C,9,4,8,25165824,10514761914,363,319,2080,245,220,3231,0
67e9cf60-e925-4a54-84a6-8e9a4f84e6f,j-3LFVJJ5K6D14C,10,4,0,-1,-1,0,0,0,0,0,0,0
67e9cf60-e925-4a54-84a6-8e9a4f84e6f,j-3LFVJJ5K6D14C,10,4,1,4194304,4640417,0,0,49,0,2,54,0
67e9cf60-e925-4a54-84a6-8e9a4f84e6f,j-3LFVJJ5K6D14C,10,4,2,8388608,183374462,7,6,77,3,11,107,0
67e9cf60-e925-4a54-84a6-8e9a4f84e6f,j-3LFVJJ5K6D14C,10,4,3,8388608,237292012,8,7,97,5,15,136,0
67e9cf60-e925-4a54-84a6-8e9a4f84e6f,j-3LFVJJ5K6D14C,10,4,4,8388608,364935418,12,12,117,8,24,176,0
67e9cf60-e925-4a54-84a6-8e9a4f84e6f,j-3LFVJJ5K6D14C,10,4,5,8388608,797857853,28,29,142,17,38,257,0
67e9cf60-e925-4a54-84a6-8e9a4f84e6f,j-3LFVJJ5K6D14C,10,4,6,16777216,1540035256,54,41,153,14,38,303,0
67e9cf60-e925-4a54-84a6-8e9a4f84e6f,j-3LFVJJ5K6D14C,10,4,7,16777216,6321118503,226,169,526,77,56,1057,0
67e9cf60-e925-4a54-84a6-8e9a4f84e6f,j-3LFVJJ5K6D14C,10,4,8,25165824,10514761914,375,290,1559,255,225,2707,0
389da243-417a-4080-ada2-2bde994e968,j-3LFVJJ5K6D14C,13,4,0,-1,-1,0,0,0,0,0,0,0
389da243-417a-4080-ada2-2bde994e968,j-3LFVJJ5K6D14C,13,4,1,4194304,4640417,0,0,56,0,2,61,0
389da243-417a-4080-ada2-2bde994e968,j-3LFVJJ5K6D14C,13,4,2,8388608,183374462,7,7,75,3,10,104,0
389da243-417a-4080-ada2-2bde994e968,j-3LFVJJ5K6D14C,13,4,3,8388608,237292012,9,8,97,5,15,137,0
389da243-417a-4080-ada2-2bde994e968,j-3LFVJJ5K6D14C,13,4,4,8388608,364935418,11,12,110,9,26,171,0
389da243-417a-4080-ada2-2bde994e968,j-3LFVJJ5K6D14C,13,4,5,8388608,797857853,27,28,132,18,42,251,0
389da243-417a-4080-ada2-2bde994e968,j-3LFVJJ5K6D14C,13,4,6,16777216,1540035256,52,42,131,16,37,281,0
389da243-417a-4080-ada2-2bde994e968,j-3LFVJJ5K6D14C,13,4,7,16777216,6321118503,221,177,440,73,56,971,0
389da243-417a-4080-ada2-2bde994e968,j-3LFVJJ5K6D14C,13,4,8,25165824,10514761914,378,267,1288,246,218,2401,0
148f9271-42be-455a-b3ad-d3df61786f4,j-3LFVJJ5K6D14C,15,4,0,-1,-1,0,0,0,0,0,0,0
148f9271-42be-455a-b3ad-d3df61786f4,j-3LFVJJ5K6D14C,15,4,1,4194304,4640417,0,0,52,0,2,57,0
148f9271-42be-455a-b3ad-d3df61786f4,j-3LFVJJ5K6D14C,15,4,2,8388608,183374462,6,6,72,3,10,100,0
148f9271-42be-455a-b3ad-d3df61786f4,j-3LFVJJ5K6D14C,15,4,3,8388608,237292012,8,8,94,5,16,133,0
148f9271-42be-455a-b3ad-d3df61786f4,j-3LFVJJ5K6D14C,15,4,4,8388608,364935418,12,11,101,10,24,161,0
148f9271-42be-455a-b3ad-d3df61786f4,j-3LFVJJ5K6D14C,15,4,5,8388608,797857853,29,29,119,19,41,239,0
148f9271-42be-455a-b3ad-d3df61786f4,j-3LFVJJ5K6D14C,15,4,6,16777216,1540035256,54,43,131,16,40,286,0
148f9271-42be-455a-b3ad-d3df61786f4,j-3LFVJJ5K6D14C,15,4,7,16777216,6321118503,211,178,388,76,53,910,0
148f9271-42be-455a-b3ad-d3df61786f4,j-3LFVJJ5K6D14C,15,4,8,25165824,10514761914,367,269,1145,259,223,2266,0
5aeb5165-f106-4f79-9bcc-4b2c7c1f0e2,j-3LFVJJ5K6D14C,17,4,0,-1,-1,0,0,0,0,0,0,0
5aeb5165-f106-4f79-9bcc-4b2c7c1f0e2,j-3LFVJJ5K6D14C,17,4,1,4194304,4640417,0,0,51,0,3,57,0
5aeb5165-f106-4f79-9bcc-4b2c7c1f0e2,j-3LFVJJ5K6D14C,17,4,2,8388608,183374462,6,6,73,4,11,102,0
5aeb5165-f106-4f79-9bcc-4b2c7c1f0e2,j-3LFVJJ5K6D14C,17,4,3,8388608,237292012,8,9,97,5,15,136,0
5aeb5165-f106-4f79-9bcc-4b2c7c1f0e2,j-3LFVJJ5K6D14C,17,4,4,8388608,364935418,13,12,103,9,25,163,0
5aeb5165-f106-4f79-9bcc-4b2c7c1f0e2,j-3LFVJJ5K6D14C,17,4,5,8388608,797857853,28,28,113,20,41,234,0
5aeb5165-f106-4f79-9bcc-4b2c7c1f0e2,j-3LFVJJ5K6D14C,17,4,6,16777216,1540035256,54,46,125,17,39,284,0
5aeb5165-f106-4f79-9bcc-4b2c7c1f0e2,j-3LFVJJ5K6D14C,17,4,7,16777216,6321118503,225,179,356,78,52,894,0
5aeb5165-f106-4f79-9bcc-4b2c7c1f0e2,j-3LFVJJ5K6D14C,17,4,8,25165824,10514761914,386,272,1048,254,227,2190,0
e6537416-6140-41f8-9392-d76db79f4cd,j-3LFVJJ5K6D14C,19,4,0,-1,-1,0,0,0,0,0,0,0
e6537416-6140-41f8-9392-d76db79f4cd,j-3LFVJJ5K6D14C,19,4,1,4194304,4640417,0,0,52,0,2,56,0
e6537416-6140-41f8-9392-d76db79f4cd,j-3LFVJJ5K6D14C,19,4,2,8388608,183374462,7,6,73,4,10,102,0
e6537416-6140-41f8-9392-d76db79f4cd,j-3LFVJJ5K6D14C,19,4,3,8388608,237292012,8,8,93,5,15,132,0
e6537416-6140-41f8-9392-d76db79f4cd,j-3LFVJJ5K6D14C,19,4,4,8388608,364935418,12,12,100,9,29,165,0
e6537416-6140-41f8-9392-d76db79f4cd,j-3LFVJJ5K6D14C,19,4,5,8388608,797857853,28,27,113,19,38,228,0
e6537416-6140-41f8-9392-d76db79f4cd,j-3LFVJJ5K6D14C,19,4,6,16777216,1540035256,56,40,116,16,39,270,0
e6537416-6140-41f8-9392-d76db79f4cd,j-3LFVJJ5K6D14C,19,4,7,16777216,6321118503,231,178,338,74,54,878,0
e6537416-6140-41f8-9392-d76db79f4cd,j-3LFVJJ5K6D14C,19,4,8,25165824,10514761914,381,271,924,253,226,2059,0
