JobID,JobFlowID,InstanceCount,MapTaskCount,JobCounter,BlockSize,FileSize,RawCopyIn,Demux,ProcessJob,Merge,RawCopyOut,Job,JobRun
bb0d15e5-7ba0-4869-9573-f681b73dd97,j-1GJ1QA3FB1CQW,5,4,0,-1,-1,0,0,0,0,0,0,0
bb0d15e5-7ba0-4869-9573-f681b73dd97,j-1GJ1QA3FB1CQW,5,4,1,4194304,4640417,0,1,54,0,2,59,0
bb0d15e5-7ba0-4869-9573-f681b73dd97,j-1GJ1QA3FB1CQW,5,4,2,8388608,183374462,6,9,89,4,11,121,0
bb0d15e5-7ba0-4869-9573-f681b73dd97,j-1GJ1QA3FB1CQW,5,4,3,8388608,237292012,8,9,115,6,14,154,0
bb0d15e5-7ba0-4869-9573-f681b73dd97,j-1GJ1QA3FB1CQW,5,4,4,8388608,364935418,13,15,165,9,27,232,0
bb0d15e5-7ba0-4869-9573-f681b73dd97,j-1GJ1QA3FB1CQW,5,4,5,8388608,797857853,25,32,224,20,44,348,0
bb0d15e5-7ba0-4869-9573-f681b73dd97,j-1GJ1QA3FB1CQW,5,4,6,16777216,1540035256,55,51,236,17,43,404,0
bb0d15e5-7ba0-4869-9573-f681b73dd97,j-1GJ1QA3FB1CQW,5,4,7,16777216,6321118503,237,232,936,88,60,1557,0
bb0d15e5-7ba0-4869-9573-f681b73dd97,j-1GJ1QA3FB1CQW,5,4,8,25165824,10514761914,398,358,3182,317,259,4518,0
896b9e66-9add-441b-9515-f482a4ab67c,j-1GJ1QA3FB1CQW,7,4,0,-1,-1,0,0,0,0,0,0,0
896b9e66-9add-441b-9515-f482a4ab67c,j-1GJ1QA3FB1CQW,7,4,1,4194304,4640417,0,1,54,0,2,59,0
896b9e66-9add-441b-9515-f482a4ab67c,j-1GJ1QA3FB1CQW,7,4,2,8388608,183374462,6,8,91,4,10,121,0
896b9e66-9add-441b-9515-f482a4ab67c,j-1GJ1QA3FB1CQW,7,4,3,8388608,237292012,10,10,103,6,19,151,0
896b9e66-9add-441b-9515-f482a4ab67c,j-1GJ1QA3FB1CQW,7,4,4,8388608,364935418,15,15,145,10,30,217,0
896b9e66-9add-441b-9515-f482a4ab67c,j-1GJ1QA3FB1CQW,7,4,5,8388608,797857853,30,36,172,23,43,305,0
896b9e66-9add-441b-9515-f482a4ab67c,j-1GJ1QA3FB1CQW,7,4,6,16777216,1540035256,56,51,186,18,41,353,0
896b9e66-9add-441b-9515-f482a4ab67c,j-1GJ1QA3FB1CQW,7,4,7,16777216,6321118503,236,236,701,93,58,1328,0
896b9e66-9add-441b-9515-f482a4ab67c,j-1GJ1QA3FB1CQW,7,4,8,25165824,10514761914,398,371,2370,328,258,3729,0
6efe9c63-0fb1-47fe-92d9-5d5b95dae51,j-1GJ1QA3FB1CQW,9,4,0,-1,-1,0,0,0,0,0,0,0
6efe9c63-0fb1-47fe-92d9-5d5b95dae51,j-1GJ1QA3FB1CQW,9,4,1,4194304,4640417,0,1,55,0,2,60,0
6efe9c63-0fb1-47fe-92d9-5d5b95dae51,j-1GJ1QA3FB1CQW,9,4,2,8388608,183374462,7,8,76,4,11,107,0
6efe9c63-0fb1-47fe-92d9-5d5b95dae51,j-1GJ1QA3FB1CQW,9,4,3,8388608,237292012,10,9,101,6,17,145,0
6efe9c63-0fb1-47fe-92d9-5d5b95dae51,j-1GJ1QA3FB1CQW,9,4,4,8388608,364935418,13,16,120,10,27,189,0
6efe9c63-0fb1-47fe-92d9-5d5b95dae51,j-1GJ1QA3FB1CQW,9,4,5,8388608,797857853,29,36,154,29,45,295,0
6efe9c63-0fb1-47fe-92d9-5d5b95dae51,j-1GJ1QA3FB1CQW,9,4,6,16777216,1540035256,60,53,160,18,44,338,0
6efe9c63-0fb1-47fe-92d9-5d5b95dae51,j-1GJ1QA3FB1CQW,9,4,7,16777216,6321118503,256,213,562,94,64,1192,0
6efe9c63-0fb1-47fe-92d9-5d5b95dae51,j-1GJ1QA3FB1CQW,9,4,8,25165824,10514761914,406,323,1846,321,263,3162,0
7780fe71-c263-49d0-8be9-949e000ad88,j-1GJ1QA3FB1CQW,11,4,0,-1,-1,0,0,0,0,0,0,0
7780fe71-c263-49d0-8be9-949e000ad88,j-1GJ1QA3FB1CQW,11,4,1,4194304,4640417,0,1,53,0,2,58,0
7780fe71-c263-49d0-8be9-949e000ad88,j-1GJ1QA3FB1CQW,11,4,2,8388608,183374462,6,8,77,4,11,109,0
7780fe71-c263-49d0-8be9-949e000ad88,j-1GJ1QA3FB1CQW,11,4,3,8388608,237292012,8,10,105,6,16,148,0
7780fe71-c263-49d0-8be9-949e000ad88,j-1GJ1QA3FB1CQW,11,4,4,8388608,364935418,13,14,108,12,29,178,0
7780fe71-c263-49d0-8be9-949e000ad88,j-1GJ1QA3FB1CQW,11,4,5,8388608,797857853,29,35,136,22,43,268,0
7780fe71-c263-49d0-8be9-949e000ad88,j-1GJ1QA3FB1CQW,11,4,6,16777216,1540035256,58,53,146,18,40,317,0
7780fe71-c263-49d0-8be9-949e000ad88,j-1GJ1QA3FB1CQW,11,4,7,16777216,6321118503,243,209,499,90,58,1104,0
7780fe71-c263-49d0-8be9-949e000ad88,j-1GJ1QA3FB1CQW,11,4,8,25165824,10514761914,398,456,1514,335,272,2979,0
709af1ae-6433-4297-93e9-9fe349db91a,j-1GJ1QA3FB1CQW,13,4,0,-1,-1,0,0,0,0,0,0,0
709af1ae-6433-4297-93e9-9fe349db91a,j-1GJ1QA3FB1CQW,13,4,1,4194304,4640417,0,1,59,0,4,66,0
709af1ae-6433-4297-93e9-9fe349db91a,j-1GJ1QA3FB1CQW,13,4,2,8388608,183374462,7,8,69,4,12,103,0
709af1ae-6433-4297-93e9-9fe349db91a,j-1GJ1QA3FB1CQW,13,4,3,8388608,237292012,9,10,92,6,16,135,0
709af1ae-6433-4297-93e9-9fe349db91a,j-1GJ1QA3FB1CQW,13,4,4,8388608,364935418,13,14,111,11,32,183,0
709af1ae-6433-4297-93e9-9fe349db91a,j-1GJ1QA3FB1CQW,13,4,5,8388608,797857853,30,39,127,22,46,266,0
709af1ae-6433-4297-93e9-9fe349db91a,j-1GJ1QA3FB1CQW,13,4,6,16777216,1540035256,60,54,129,18,38,301,0
709af1ae-6433-4297-93e9-9fe349db91a,j-1GJ1QA3FB1CQW,13,4,7,16777216,6321118503,235,522,0,0,0,0,0
